entreprise_id,date_declaration,secteur,taille,localisation,nb_salaries_declares,salaire_moyen_declare,masse_salariale_declaree,cotisations_dues,date_paiement,jours_retard,montant_paye,sous_declaration_taux,flag_fraude,flag_retard_grave,annee,mois
ENT_0144,2022-04-01,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,124,164032,20339989,5898597,2022-04-11,0,5898597,1.0,0,0,2022,4
ENT_0144,2022-05-01,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,126,147752,18616766,5398862,2022-05-26,15,5398862,1.0,0,0,2022,5
ENT_0144,2022-05-31,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,132,140622,18562165,5383028,2022-06-10,0,5383028,1.0,0,0,2022,5
ENT_0144,2022-06-30,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,127,157613,20016888,5804897,2022-07-10,0,5804897,1.0,0,0,2022,6
ENT_0144,2022-07-30,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,129,151878,19592277,5681760,2022-08-09,0,5681760,1.0,0,0,2022,7
ENT_0144,2022-08-29,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,127,144362,18333969,5316851,2022-09-23,15,5316851,1.0,0,0,2022,8
ENT_0144,2022-09-28,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,124,141374,17530418,5083821,2022-10-08,0,5083821,1.0,0,0,2022,9
ENT_0144,2022-10-28,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,125,141699,17712367,5136586,2022-11-07,0,5136586,1.0,0,0,2022,10
ENT_0144,2022-11-27,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,127,146814,18645327,5407145,2022-12-07,0,5407145,1.0,0,0,2022,11
ENT_0144,2022-12-27,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,128,155767,19938128,5782057,2023-01-06,0,5782057,1.0,0,0,2022,12
ENT_0144,2023-01-26,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,120,159105,19092593,5536852,2023-02-05,0,5536852,1.0,0,0,2023,1
ENT_0144,2023-02-25,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,122,136263,16624134,4820999,2023-04-06,30,4820999,1.0,0,0,2023,2
ENT_0144,2023-03-27,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,130,106617,13860148,4019443,2023-04-06,0,4019443,0.66,1,0,2023,3
ENT_0144,2023-04-26,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,131,135870,17798927,5161689,2023-05-06,0,5161689,1.0,0,0,2023,4
ENT_0144,2023-05-26,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,131,155113,20319754,5892729,2023-06-05,0,5892729,1.0,0,0,2023,5
ENT_0144,2023-06-25,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,124,135996,16863466,4890405,2023-07-05,0,4890405,1.0,0,0,2023,6
ENT_0144,2023-07-25,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,122,158112,19289660,5594001,2023-08-04,0,5594001,1.0,0,0,2023,7
ENT_0144,2023-08-24,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,128,138399,17715036,5137360,2023-09-03,0,5137360,1.0,0,0,2023,8
ENT_0144,2023-09-23,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,128,124858,15981826,4634730,2023-10-03,0,4634730,0.89,0,0,2023,9
ENT_0144,2023-10-23,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,123,139988,17218585,4993390,2023-11-02,0,4993390,1.0,0,0,2023,10
ENT_0144,2023-11-22,TRANSPORT_LOGISTIQUE,ETI (50-249),DJIBOUTI-VILLE,120,149117,17893987,5189256,2023-12-02,0,5189256,1.0,0,0,2023,11
ENT_0145,2022-01-01,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,59,332986,19646180,5697392,2022-01-11,0,5697392,1.0,0,0,2022,1
ENT_0145,2022-01-31,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,60,367400,22044025,6392767,2022-02-10,0,6392767,1.0,0,0,2022,1
ENT_0145,2022-03-02,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,55,346061,19033333,5519667,2022-03-12,0,5519667,1.0,0,0,2022,3
ENT_0145,2022-04-01,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,59,340642,20097887,5828387,2022-04-11,0,5828387,1.0,0,0,2022,4
ENT_0145,2022-05-01,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,60,370807,22248434,6452046,2022-07-10,60,6452046,1.0,0,1,2022,5
ENT_0145,2022-05-31,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,60,370329,22219752,6443728,2022-06-10,0,6443728,1.0,0,0,2022,5
ENT_0145,2022-06-30,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,56,354534,19853906,5757633,2022-07-10,0,5757633,1.0,0,0,2022,6
ENT_0145,2022-07-30,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,60,361719,21703136,6293909,2022-08-09,0,6293909,1.0,0,0,2022,7
ENT_0145,2022-08-29,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,57,369816,21079529,6113064,2022-09-08,0,6113064,1.0,0,0,2022,8
ENT_0145,2022-09-28,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,56,320088,17924934,5198231,2022-11-07,30,5198231,1.0,0,0,2022,9
ENT_0145,2022-10-28,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,55,319149,17553184,5090423,2022-11-07,0,5090423,1.0,0,0,2022,10
ENT_0145,2022-11-27,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,60,352516,21150956,6133777,2022-12-07,0,6133777,1.0,0,0,2022,11
ENT_0145,2022-12-27,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,56,357109,19998084,5799444,2023-01-06,0,5799444,1.0,0,0,2022,12
ENT_0145,2023-01-26,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,58,358066,20767810,6022665,2023-02-05,0,6022665,1.0,0,0,2023,1
ENT_0145,2023-02-25,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,55,246589,13562389,3933093,2023-04-21,45,3933093,0.71,1,1,2023,2
ENT_0145,2023-03-27,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,59,318139,18770214,5443362,2023-04-06,0,5443362,1.0,0,0,2023,3
ENT_0145,2023-04-26,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,58,354409,20555712,5961156,2023-05-06,0,5961156,1.0,0,0,2023,4
ENT_0145,2023-05-26,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,60,362016,21720951,6299076,2023-06-05,0,6299076,1.0,0,0,2023,5
ENT_0145,2023-06-25,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,56,238154,13336648,3867628,2023-07-20,15,3867628,0.76,1,0,2023,6
ENT_0145,2023-07-25,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,55,360571,19831392,5751104,2023-08-04,0,5751104,1.0,0,0,2023,7
ENT_0145,2023-08-24,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,59,359789,21227567,6155994,2023-10-03,30,6155994,1.0,0,0,2023,8
ENT_0145,2023-09-23,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,55,217588,11967361,3470535,2023-10-03,0,3470535,0.66,1,0,2023,9
ENT_0145,2023-10-23,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,58,344241,19965953,5790126,2023-11-02,0,5790126,1.0,0,0,2023,10
ENT_0145,2023-11-22,BANQUE_ASSURANCE,ETI (50-249),DJIBOUTI-VILLE,55,253682,13952522,4046231,2023-12-02,0,4046231,0.67,1,0,2023,11
ENT_0146,2022-01-01,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,32,103935,3325912,964515,2022-01-11,0,964515,0.85,1,0,2022,1
ENT_0146,2022-01-31,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,29,109270,3168817,918957,2022-02-10,0,643270,1.0,0,0,2022,1
ENT_0146,2022-03-02,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,29,115134,3338879,968275,2022-03-12,0,968275,1.0,0,0,2022,3
ENT_0146,2022-04-01,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,111770,3353103,972400,2022-04-11,0,972400,1.0,0,0,2022,4
ENT_0146,2022-05-01,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,31,102973,3192172,925730,2022-05-11,0,925730,0.86,0,0,2022,5
ENT_0146,2022-05-31,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,117957,3538725,1026230,2022-06-10,0,1026230,1.0,0,0,2022,5
ENT_0146,2022-06-30,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,29,114961,3333865,966821,2022-07-10,0,966821,1.0,0,0,2022,6
ENT_0146,2022-07-30,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,31,126356,3917024,1135937,2022-08-09,0,1135937,1.0,0,0,2022,7
ENT_0146,2022-08-29,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,32,130093,4162977,1207263,2022-09-08,0,1207263,1.0,0,0,2022,8
ENT_0146,2022-09-28,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,75029,2250868,652752,2022-10-08,0,652752,0.62,1,0,2022,9
ENT_0146,2022-10-28,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,110727,3321804,963323,2022-11-07,0,963323,1.0,0,0,2022,10
ENT_0146,2022-11-27,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,121927,3657799,1060762,2023-01-06,30,1060762,1.0,0,0,2022,11
ENT_0146,2022-12-27,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,32,103542,3313337,960868,2023-01-06,0,960868,0.89,0,0,2022,12
ENT_0146,2023-01-26,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,32,121822,3898317,1130512,2023-02-20,15,1130512,1.0,0,0,2023,1
ENT_0146,2023-02-25,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,91900,2756990,799527,2023-03-07,0,799527,0.82,1,0,2023,2
ENT_0146,2023-03-27,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,29,113452,3290101,954129,2023-04-06,0,954129,1.0,0,0,2023,3
ENT_0146,2023-04-26,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,31,124307,3853506,1117517,2023-05-06,0,1117517,1.0,0,0,2023,4
ENT_0146,2023-05-26,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,31,122499,3797470,1101266,2023-07-05,30,1101266,1.0,0,0,2023,5
ENT_0146,2023-06-25,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,100929,3027874,878083,2023-07-05,0,878083,0.78,1,0,2023,6
ENT_0146,2023-07-25,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,115599,3467955,1005707,2023-09-03,30,1005707,1.0,0,0,2023,7
ENT_0146,2023-08-24,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,30,77033,2310977,670183,2023-09-03,0,670183,0.64,1,0,2023,8
ENT_0146,2023-09-23,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,31,116900,3623889,1050928,2023-10-03,0,735649,1.0,0,0,2023,9
ENT_0146,2023-10-23,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,31,79841,2475072,717771,2023-11-02,0,717771,0.68,1,0,2023,10
ENT_0146,2023-11-22,BATIMENT_TRAVAUX_PUBLICS,PME (10-49),ALI-SABIEH,29,129042,3742204,1085239,2024-01-01,30,1085239,1.0,0,0,2023,11
ENT_0147,2022-01-01,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,60,147261,8835653,2562339,2022-01-11,0,2562339,0.71,1,0,2022,1
ENT_0147,2022-01-31,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,64,200291,12818636,3717405,2022-02-25,15,3717405,1.0,0,0,2022,1
ENT_0147,2022-03-02,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,63,186158,11727924,3401098,2022-03-12,0,3401098,1.0,0,0,2022,3
ENT_0147,2022-04-01,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,64,186983,11966931,3470410,2022-04-11,0,2429287,1.0,0,0,2022,4
ENT_0147,2022-05-01,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,62,191570,11877358,3444434,2022-06-10,30,3444434,1.0,0,0,2022,5
ENT_0147,2022-05-31,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,59,206010,12154565,3524824,2022-06-10,0,3524824,1.0,0,0,2022,5
ENT_0147,2022-06-30,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,62,210770,13067739,3789644,2022-08-24,45,3789644,1.0,0,1,2022,6
ENT_0147,2022-07-30,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,59,155479,9173269,2660248,2022-08-09,0,2660248,0.71,1,0,2022,7
ENT_0147,2022-08-29,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,61,189099,11535046,3345163,2022-09-08,0,3345163,1.0,0,0,2022,8
ENT_0147,2022-09-28,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,63,191922,12091076,3506412,2022-10-08,0,2454488,1.0,0,0,2022,9
ENT_0147,2022-10-28,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,62,217672,13495693,3913751,2022-11-07,0,3913751,1.0,0,0,2022,10
ENT_0147,2022-11-27,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,63,183453,11557535,3351685,2022-12-07,0,3351685,1.0,0,0,2022,11
ENT_0147,2022-12-27,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,60,184273,11056394,3206354,2023-01-06,0,3206354,0.85,1,0,2022,12
ENT_0147,2023-01-26,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,63,217720,13716353,3977742,2023-03-07,30,3977742,1.0,0,0,2023,1
ENT_0147,2023-02-25,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,64,126105,8070722,2340509,2023-04-06,30,2340509,0.62,1,0,2023,2
ENT_0147,2023-03-27,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,60,217160,13029585,3778580,2023-04-06,0,3778580,1.0,0,0,2023,3
ENT_0147,2023-04-26,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,62,210629,13059006,3787112,2023-05-06,0,3787112,1.0,0,0,2023,4
ENT_0147,2023-05-26,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,59,196051,11566998,3354429,2023-06-20,15,3354429,1.0,0,0,2023,5
ENT_0147,2023-06-25,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,63,194331,12242845,3550425,2023-07-05,0,3550425,1.0,0,0,2023,6
ENT_0147,2023-07-25,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,59,132371,7809897,2264870,2023-08-04,0,2264870,0.63,1,0,2023,7
ENT_0147,2023-08-24,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,60,190411,11424675,3313156,2023-09-03,0,3313156,1.0,0,0,2023,8
ENT_0147,2023-09-23,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,63,217170,13681695,3967691,2023-10-03,0,3967691,1.0,0,0,2023,9
ENT_0147,2023-10-23,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,59,205186,12105952,3510726,2023-11-02,0,3510726,1.0,0,0,2023,10
ENT_0147,2023-11-22,ADMINISTRATION_PUBLIQUE,ETI (50-249),OBOCK,64,203053,12995415,3768670,2024-01-31,60,3768670,1.0,0,1,2023,11
ENT_0148,2022-01-01,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,144937,579748,168127,2022-01-11,0,168127,1.0,0,0,2022,1
ENT_0148,2022-01-31,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,160424,802121,232615,2022-03-12,30,232615,1.0,0,0,2022,1
ENT_0148,2022-03-02,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,151048,755239,219019,2022-03-12,0,219019,1.0,0,0,2022,3
ENT_0148,2022-04-01,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,154894,619577,179677,2022-04-11,0,179677,1.0,0,0,2022,4
ENT_0148,2022-05-01,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,101146,505730,146662,2022-05-11,0,146662,0.62,1,0,2022,5
ENT_0148,2022-05-31,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,138626,693129,201007,2022-06-10,0,201007,1.0,0,0,2022,5
ENT_0148,2022-06-30,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,108000,432000,125280,2022-10-08,90,125280,0.69,1,1,2022,6
ENT_0148,2022-07-30,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,118805,594025,172267,2022-08-09,0,172267,0.79,1,0,2022,7
ENT_0148,2022-08-29,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,145602,728012,211123,2022-09-08,0,211123,1.0,0,0,2022,8
ENT_0148,2022-09-28,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,161904,647617,187809,2022-10-08,0,187809,1.0,0,0,2022,9
ENT_0148,2022-10-28,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,85705,342821,99418,2022-11-07,0,99418,0.62,1,0,2022,10
ENT_0148,2022-11-27,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,164143,820717,238008,2022-12-22,15,238008,1.0,0,0,2022,11
ENT_0148,2022-12-27,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,139170,556678,161437,2023-02-20,45,161437,1.0,0,1,2022,12
ENT_0148,2023-01-26,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,158969,794843,230504,2023-02-05,0,230504,1.0,0,0,2023,1
ENT_0148,2023-02-25,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,93828,375313,108841,2023-03-07,0,108841,0.63,1,0,2023,2
ENT_0148,2023-03-27,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,135716,542863,157430,2023-04-06,0,157430,1.0,0,0,2023,3
ENT_0148,2023-04-26,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,157172,785861,227900,2023-05-06,0,227900,1.0,0,0,2023,4
ENT_0148,2023-05-26,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,157544,630175,182751,2023-06-05,0,182751,1.0,0,0,2023,5
ENT_0148,2023-06-25,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,151048,604192,175216,2023-09-03,60,175216,1.0,0,1,2023,6
ENT_0148,2023-07-25,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,158057,632227,183346,2023-08-04,0,183346,1.0,0,0,2023,7
ENT_0148,2023-08-24,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,158490,633961,183849,2023-10-03,30,183849,1.0,0,0,2023,8
ENT_0148,2023-09-23,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,139753,698763,202641,2023-10-03,0,202641,0.9,0,0,2023,9
ENT_0148,2023-10-23,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,4,151850,607401,176146,2024-01-01,60,176146,1.0,0,1,2023,10
ENT_0148,2023-11-22,TRANSPORT_LOGISTIQUE,TPE (1-9),DJIBOUTI-VILLE,5,120395,601974,174572,2023-12-02,0,174572,0.76,1,0,2023,11
ENT_0149,2022-01-01,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,197349,1184095,343388,2022-01-11,0,343388,1.0,0,0,2022,1
ENT_0149,2022-01-31,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,219245,1315470,381486,2022-02-10,0,381486,1.0,0,0,2022,1
ENT_0149,2022-03-02,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,200757,1204543,349317,2022-03-12,0,349317,1.0,0,0,2022,3
ENT_0149,2022-04-01,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,196292,981462,284624,2022-04-11,0,284624,1.0,0,0,2022,4
ENT_0149,2022-05-01,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,213152,1065762,309071,2022-05-11,0,216350,1.0,0,0,2022,5
ENT_0149,2022-05-31,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,218947,1094733,317472,2022-06-10,0,317472,1.0,0,0,2022,5
ENT_0149,2022-06-30,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,211199,1267192,367486,2022-07-10,0,367486,1.0,0,0,2022,6
ENT_0149,2022-07-30,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,200704,1204225,349225,2022-08-09,0,349225,1.0,0,0,2022,7
ENT_0149,2022-08-29,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,216028,1296168,375889,2022-09-08,0,375889,1.0,0,0,2022,8
ENT_0149,2022-09-28,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,184976,1109854,321858,2022-10-08,0,321858,1.0,0,0,2022,9
ENT_0149,2022-10-28,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,190923,954614,276838,2023-02-05,90,276838,1.0,0,1,2022,10
ENT_0149,2022-11-27,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,204873,1229241,356480,2022-12-07,0,356480,1.0,0,0,2022,11
ENT_0149,2022-12-27,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,147079,882474,255918,2023-01-06,0,179142,0.75,1,0,2022,12
ENT_0149,2023-01-26,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,203675,1018377,295329,2023-02-05,0,295329,1.0,0,0,2023,1
ENT_0149,2023-02-25,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,188315,941577,273057,2023-03-07,0,273057,1.0,0,0,2023,2
ENT_0149,2023-03-27,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,200415,1002073,290601,2023-04-06,0,290601,1.0,0,0,2023,3
ENT_0149,2023-04-26,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,170555,852777,247305,2023-05-06,0,247305,0.85,1,0,2023,4
ENT_0149,2023-05-26,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,5,196381,981906,284753,2023-06-05,0,284753,1.0,0,0,2023,5
ENT_0149,2023-06-25,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,188476,1130855,327948,2023-07-05,0,327948,1.0,0,0,2023,6
ENT_0149,2023-07-25,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,208151,1248908,362183,2023-08-04,0,362183,1.0,0,0,2023,7
ENT_0149,2023-08-24,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,204665,1227989,356117,2023-12-02,90,356117,1.0,0,1,2023,8
ENT_0149,2023-09-23,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,202010,1212059,351497,2023-10-03,0,351497,1.0,0,0,2023,9
ENT_0149,2023-10-23,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,197076,1182456,342912,2023-11-02,0,240039,1.0,0,0,2023,10
ENT_0149,2023-11-22,ADMINISTRATION_PUBLIQUE,TPE (1-9),DJIBOUTI-VILLE,6,210399,1262392,366094,2023-12-02,0,366094,1.0,0,0,2023,11
ENT_0150,2022-01-01,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,292718,1463589,424441,2022-01-11,0,424441,1.0,0,0,2022,1
ENT_0150,2022-01-31,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,313327,1566635,454324,2022-02-10,0,318027,1.0,0,0,2022,1
ENT_0150,2022-03-02,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,300931,1805585,523620,2022-03-12,0,523620,1.0,0,0,2022,3
ENT_0150,2022-04-01,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,192419,962093,279007,2022-04-11,0,279007,0.68,1,0,2022,4
ENT_0150,2022-05-01,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,313987,1883919,546337,2022-05-26,15,546337,1.0,0,0,2022,5
ENT_0150,2022-05-31,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,310107,1860641,539586,2022-06-10,0,539586,1.0,0,0,2022,5
ENT_0150,2022-06-30,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,218137,1090683,316298,2022-07-25,15,316298,0.73,1,0,2022,6
ENT_0150,2022-07-30,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,290799,1744792,505990,2022-08-09,0,354193,1.0,0,0,2022,7
ENT_0150,2022-08-29,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,299836,1799016,521715,2022-09-08,0,521715,1.0,0,0,2022,8
ENT_0150,2022-09-28,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,276239,1381197,400547,2022-10-08,0,400547,1.0,0,0,2022,9
ENT_0150,2022-10-28,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,305931,1529654,443600,2022-11-07,0,443600,1.0,0,0,2022,10
ENT_0150,2022-11-27,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,286545,1719269,498588,2022-12-07,0,498588,1.0,0,0,2022,11
ENT_0150,2022-12-27,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,295530,1477648,428518,2023-01-06,0,428518,1.0,0,0,2022,12
ENT_0150,2023-01-26,TELECOM,TPE (1-9),DJIBOUTI-VILLE,5,314145,1570726,455511,2023-03-22,45,455511,1.0,0,1,2023,1
ENT_0150,2023-02-25,TELECOM,TPE (1-9),DJIBOUTI-VILLE,6,305105,1830632,530883,2023-03-07,0,530883,1.0,0,0,2023,2
